"ID","name","Binom_Genome_Fraction","Binom_Expected","Binom_Observed_Region_Hits","Binom_Fold_Enrichment","Binom_Region_Set_Coverage","Binom_Raw_PValue","Binom_Adjp_BH","Hyper_Total_Genes","Hyper_Expected","Hyper_Observed_Gene_Hits","Hyper_Fold_Enrichment","Hyper_Gene_Set_Coverage","Hyper_Term_Gene_Coverage","Hyper_Raw_PValue","Hyper_Adjp_BH"
"GO:0034774","secretory granule lumen",0.02263386,0.7695514,2,2.598917,0.05882353,0.1793407,1,321,0.9864144,2,2.027545,0.03508772,0.00623053,0.2591722,1
"GO:0060170","ciliary membrane",0.005951585,0.2023539,1,4.941838,0.02941176,0.1836878,1,83,0.2550542,1,3.920736,0.01754386,0.01204819,0.2258689,1
"GO:0061695","transferase complex, transferring phosphorus-containing groups",0.02355371,0.8008261,2,2.497421,0.05882353,0.1906248,1,267,0.8204755,3,3.656416,0.05263158,0.01123596,0.04887123,1
"GO:0060205","cytoplasmic vesicle lumen",0.02362749,0.8033346,2,2.489623,0.05882353,0.1915345,1,338,1.038654,2,1.925568,0.03508772,0.00591716,0.2785905,1
"GO:0031983","vesicle lumen",0.0238356,0.8104103,2,2.467886,0.05882353,0.1941039,1,339,1.041727,2,1.919888,0.03508772,0.005899705,0.2797326,1
"GO:0031093","platelet alpha granule lumen",0.00634744,0.2158129,1,4.633642,0.02941176,0.1946681,1,67,0.2058871,1,4.857031,0.01754386,0.01492537,0.1866326,1
"GO:0001750","photoreceptor outer segment",0.00674823,0.2294398,1,4.358442,0.02941176,0.2056392,1,80,0.2458354,1,4.067763,0.01754386,0.0125,0.2186566,1
"GO:0000784","nuclear chromosome, telomeric region",0.006875756,0.2337757,1,4.277604,0.02941176,0.2090995,1,132,0.4056283,1,2.465311,0.01754386,0.007575758,0.3348192,1
"GO:0044427","chromosomal part",0.06994178,2.378021,4,1.682071,0.1176471,0.2118144,1,845,2.596636,4,1.540455,0.07017544,0.004733728,0.2609991,1
"GO:0016234","inclusion body",0.007057018,0.2399386,1,4.167732,0.02941176,0.2139927,1,78,0.2396895,1,4.172065,0.01754386,0.01282051,0.2138117,1
"GO:0099503","secretory vesicle",0.07105962,2.416027,4,1.655611,0.1176471,0.2199198,1,935,2.873201,4,1.392176,0.07017544,0.004278075,0.3235287,1
"GO:0016529","sarcoplasmic reticulum",0.007429499,0.252603,1,3.958781,0.02941176,0.223956,1,61,0.1874495,1,5.334771,0.01754386,0.01639344,0.1714208,1
"GO:0000151","ubiquitin ligase complex",0.02632014,0.8948846,2,2.234925,0.05882353,0.225106,1,296,0.9095908,2,2.198791,0.03508772,0.006756757,0.230692,1
"GO:0001669","acrosomal vesicle",0.00780256,0.2652871,1,3.769502,0.02941176,0.2338118,1,114,0.3503154,1,2.854571,0.01754386,0.00877193,0.2966703,1
"GO:0098800","inner mitochondrial membrane protein complex",0.008011581,0.2723937,1,3.671156,0.02941176,0.2392806,1,134,0.4117742,1,2.428515,0.01754386,0.007462687,0.3389304,1
"GO:0034704","calcium channel complex",0.008074579,0.2745357,1,3.642514,0.02941176,0.2409215,1,65,0.1997412,1,5.006478,0.01754386,0.01538462,0.1815927,1
"GO:0005788","endoplasmic reticulum lumen",0.02791883,0.9492401,2,2.106949,0.05882353,0.245284,1,296,0.9095908,2,2.198791,0.03508772,0.006756757,0.230692,1
"GO:0097733","photoreceptor cell cilium",0.008373477,0.2846982,1,3.512491,0.02941176,0.2486599,1,100,0.3072942,1,3.254211,0.01754386,0.01,0.2655202,1
"GO:0005793","endoplasmic reticulum-Golgi intermediate compartment",0.008445813,0.2871576,1,3.482408,0.02941176,0.2505211,1,112,0.3441695,1,2.905545,0.01754386,0.008928571,0.2923011,1
"GO:0000781","chromosome, telomeric region",0.008800932,0.2992317,1,3.341892,0.02941176,0.2595937,1,167,0.5131813,1,1.948629,0.01754386,0.005988024,0.4032689,1
"GO:0016528","sarcoplasm",0.009134181,0.3105622,1,3.219967,0.02941176,0.2680106,1,70,0.2151059,1,4.648872,0.01754386,0.01428571,0.1941353,1
"GO:0070062","extracellular exosome",0.2087985,7.099151,9,1.267757,0.2647059,0.26852,1,2733,8.39835,10,1.19071,0.1754386,0.003658983,0.32698,1
"GO:0098798","mitochondrial protein complex",0.009482925,0.3224195,1,3.10155,0.02941176,0.2767193,1,158,0.4855248,1,2.059627,0.01754386,0.006329114,0.386359,1
"GO:1903561","extracellular vesicle",0.2107385,7.16511,9,1.256087,0.2647059,0.2780604,1,2752,8.456736,10,1.182489,0.1754386,0.003633721,0.3350896,1
"GO:0043230","extracellular organelle",0.2108308,7.168246,9,1.255537,0.2647059,0.2785169,1,2754,8.462882,10,1.181631,0.1754386,0.003631082,0.3359459,1
"GO:0031091","platelet alpha granule",0.009664521,0.3285937,1,3.043272,0.02941176,0.2812142,1,90,0.2765648,1,3.615789,0.01754386,0.01111111,0.2424443,1
"GO:0005694","chromosome",0.08059766,2.740321,4,1.459683,0.1176471,0.2922058,1,969,2.977681,4,1.343327,0.07017544,0.004127967,0.3475511,1
"GO:0042582","azurophil granule",0.01012623,0.3442918,1,2.904513,0.02941176,0.2925207,1,153,0.4701601,1,2.126935,0.01754386,0.006535948,0.3767621,1
"GO:0005581","collagen trimer",0.01017705,0.3460197,1,2.890009,0.02941176,0.2937546,1,88,0.2704189,1,3.697967,0.01754386,0.01136364,0.2377444,1
"GO:0005777","peroxisome",0.01047649,0.3562006,1,2.807407,0.02941176,0.3009825,1,131,0.4025554,1,2.48413,0.01754386,0.007633588,0.3327542,1
"GO:0005796","Golgi lumen",0.01075142,0.3655484,1,2.735616,0.02941176,0.3075559,1,104,0.319586,1,3.129049,0.01754386,0.009615385,0.274556,1
"GO:0005815","microtubule organizing center",0.05824305,1.980264,3,1.51495,0.08823529,0.3177369,1,667,2.049652,3,1.463663,0.05263158,0.004497751,0.3369846,1
"GO:0097730","non-motile cilium",0.0112523,0.3825782,1,2.613845,0.02941176,0.3193771,1,127,0.3902636,1,2.56237,0.01754386,0.007874016,0.3244311,1
"GO:0031514","motile cilium",0.01159482,0.3942238,1,2.53663,0.02941176,0.3273479,1,146,0.4486495,1,2.228911,0.01754386,0.006849315,0.3630783,1
"GO:0005615","extracellular space",0.1120854,3.810905,5,1.312024,0.1470588,0.3317829,1,1362,4.185347,5,1.194644,0.0877193,0.003671072,0.4086688,1
"GO:0097223","sperm part",0.0124161,0.4221476,1,2.36884,0.02941176,0.346093,1,183,0.5623484,1,1.778257,0.01754386,0.005464481,0.4322078,1
"GO:0044455","mitochondrial membrane part",0.01245479,0.4234629,1,2.361482,0.02941176,0.3469634,1,208,0.6391719,1,1.564524,0.01754386,0.004807692,0.4746867,1
"GO:0005775","vacuolar lumen",0.01284937,0.4368784,1,2.288966,0.02941176,0.3557765,1,169,0.5193272,1,1.925568,0.01754386,0.00591716,0.406964,1
"GO:0005667","transcription factor complex",0.03718838,1.264405,2,1.581772,0.05882353,0.3622858,1,315,0.9679767,2,2.066165,0.03508772,0.006349206,0.2523236,1
"GO:0036477","somatodendritic compartment",0.09057057,3.079399,4,1.298955,0.1176471,0.3712508,1,686,2.108038,4,1.897499,0.07017544,0.005830904,0.1593642,1
"GO:0044451","nucleoplasm part",0.0921702,3.133787,4,1.276411,0.1176471,0.3840263,1,1067,3.278829,5,1.524935,0.0877193,0.004686036,0.2293449,1
"GO:0044437","vacuolar part",0.03983918,1.354532,2,1.476525,0.05882353,0.3948755,1,551,1.693191,2,1.181202,0.03508772,0.003629764,0.5082157,1
"GO:0005739","mitochondrion",0.1235882,4.201998,5,1.18991,0.1470588,0.4129691,1,1697,5.214782,5,0.9588128,0.0877193,0.002946376,0.6064681,1
"GO:0012505","endomembrane system",0.3511147,11.9379,13,1.088969,0.3823529,0.4134172,1,4296,13.20136,13,0.9847471,0.2280702,0.003026071,0.5765771,1
"GO:0044454","nuclear chromosome part",0.04179259,1.420948,2,1.407511,0.05882353,0.4184499,1,509,1.564127,2,1.278668,0.03508772,0.003929273,0.466246,1
"GO:0009898","cytoplasmic side of plasma membrane",0.0158347,0.5383798,1,1.857425,0.02941176,0.418816,1,170,0.5224001,1,1.914241,0.01754386,0.005882353,0.4088031,1
"GO:0098562","cytoplasmic side of membrane",0.01706106,0.5800759,1,1.723912,0.02941176,0.4429394,1,189,0.580786,1,1.721805,0.01754386,0.005291005,0.4427006,1
"GO:0044306","neuron projection terminus",0.01710887,0.5817014,1,1.719095,0.02941176,0.4438599,1,130,0.3994825,1,2.503239,0.01754386,0.007692308,0.330683,1
"GO:0044421","extracellular region part",0.2998362,10.19443,11,1.079021,0.3235294,0.4447073,1,3812,11.71405,13,1.109778,0.2280702,0.003410283,0.386783,1
"GO:0000228","nuclear chromosome",0.04533471,1.54138,2,1.297538,0.05882353,0.460067,1,545,1.674753,2,1.194206,0.03508772,0.003669725,0.5023473,1
"GO:0005929","cilium",0.04603872,1.565317,2,1.277697,0.05882353,0.4681481,1,537,1.65017,2,1.211996,0.03508772,0.003724395,0.4944555,1
"GO:0005730","nucleolus",0.07607514,2.586555,3,1.159844,0.08823529,0.4840249,1,927,2.848617,3,1.053143,0.05263158,0.003236246,0.5474699,1
"GO:1902494","catalytic complex",0.106558,3.622971,4,1.104066,0.1176471,0.4970766,1,1330,4.087013,5,1.223387,0.0877193,0.003759398,0.3887174,1
"GO:0044424","intracellular part",0.8356126,28.41083,29,1.020738,0.8529412,0.504742,1,14018,43.0765,46,1.067868,0.8070175,0.003281495,0.2308262,1
"GO:0005764","lysosome",0.05031979,1.710873,2,1.168994,0.05882353,0.515799,1,657,2.018923,2,0.9906273,0.03508772,0.00304414,0.6044303,1
"GO:0098796","membrane protein complex",0.05179083,1.760888,2,1.13579,0.05882353,0.5315518,1,677,2.080382,2,0.961362,0.03508772,0.00295421,0.6209554,1
"GO:0005911","cell-cell junction",0.05198527,1.767499,2,1.131542,0.05882353,0.5336093,1,422,1.296781,2,1.54228,0.03508772,0.004739336,0.3733923,1
"GO:0043226","organelle",0.8114346,27.58878,28,1.014906,0.8235294,0.5339272,1,13199,40.55976,40,0.9861991,0.7017544,0.003030533,0.6287501,1
"GO:0005765","lysosomal membrane",0.02364358,0.8038816,1,1.243964,0.02941176,0.5567128,1,345,1.060165,1,0.9432494,0.01754386,0.002898551,0.6576022,1
"GO:0098797","plasma membrane protein complex",0.02369149,0.8055107,1,1.241448,0.02941176,0.5574519,1,238,0.7313602,1,1.367315,0.01754386,0.004201681,0.5215547,1
"GO:0005576","extracellular region",0.3560639,12.10617,12,0.9912298,0.3529412,0.5792151,1,4544,13.96345,15,1.074233,0.2631579,0.003301056,0.4243513,1
"GO:0005622","intracellular",0.8477178,28.8224,29,1.006162,0.8529412,0.5825407,1,14334,44.04755,46,1.044326,0.8070175,0.003209153,0.3313722,1
"GO:0098687","chromosomal region",0.02546565,0.8658322,1,1.154958,0.02941176,0.5839906,1,352,1.081676,1,0.9244916,0.01754386,0.002840909,0.6650381,1
"GO:0005773","vacuole",0.05746143,1.953689,2,1.023705,0.05882353,0.5891304,1,750,2.304706,2,0.8677895,0.03508772,0.002666667,0.6768672,1
"GO:0005737","cytoplasm",0.7377592,25.08381,25,0.9966586,0.7352941,0.6012914,1,11216,34.46612,37,1.073518,0.6491228,0.003298859,0.2930061,1
"GO:0005938","cell cortex",0.02704459,0.9195161,1,1.087529,0.02941176,0.606305,1,247,0.7590167,1,1.317494,0.01754386,0.004048583,0.5347959,1
"GO:0044425","membrane part",0.5377746,18.28434,18,0.9844493,0.5294118,0.6076599,1,6523,20.0448,19,0.9478767,0.3333333,0.00291277,0.6617849,1
"GO:0005774","vacuolar membrane",0.02756587,0.9372395,1,1.066963,0.02941176,0.6134136,1,395,1.213812,1,0.8238508,0.01754386,0.002531646,0.707356,1
"GO:0000790","nuclear chromatin",0.02767247,0.9408639,1,1.062853,0.02941176,0.6148518,1,313,0.9618308,1,1.039684,0.01754386,0.003194888,0.6214921,1
"GO:0034703","cation channel complex",0.02776459,0.9439961,1,1.059326,0.02941176,0.6160906,1,192,0.5900049,1,1.694901,0.01754386,0.005208333,0.4478753,1
"GO:0043229","intracellular organelle",0.7701666,26.18567,26,0.9929096,0.7647059,0.6228668,1,12265,37.68963,36,0.9551698,0.6315789,0.002935181,0.7332241,1
"GO:0005759","mitochondrial matrix",0.02845966,0.9676283,1,1.033455,0.02941176,0.6253131,1,457,1.404334,1,0.7120811,0.01754386,0.002188184,0.7592753,1
"GO:0044444","cytoplasmic part",0.6302498,21.42849,21,0.9800036,0.6176471,0.6342049,1,9329,28.66748,30,1.046482,0.5263158,0.003215779,0.4128096,1
"GO:0043232","intracellular non-membrane-bounded organelle",0.3084591,10.48761,10,0.9535063,0.2941176,0.6348883,1,4004,12.30406,10,0.8127399,0.1754386,0.002497502,0.8156475,1
"GO:0044446","intracellular organelle part",0.6018291,20.46219,20,0.9774126,0.5882353,0.6357031,1,8827,27.12486,24,0.8847972,0.4210526,0.002718931,0.8321143,1
"GO:0005743","mitochondrial inner membrane",0.02968824,1.0094,1,0.9906874,0.02941176,0.6410913,1,495,1.521106,1,0.6574163,0.01754386,0.002020202,0.7865035,1
"GO:0016604","nuclear body",0.06366221,2.164515,2,0.9239944,0.05882353,0.646202,1,717,2.203299,2,0.9077296,0.03508772,0.0027894,0.6524431,1
"GO:0043234","protein complex",0.2511515,8.539152,8,0.9368612,0.2352941,0.6487102,1,3165,9.725861,8,0.8225493,0.1403509,0.002527646,0.7792605,1
"GO:0031224","intrinsic component of membrane",0.4606226,15.66117,15,0.9577829,0.4411765,0.6535008,1,5371,16.50477,15,0.9088281,0.2631579,0.002792776,0.7163824,1
"GO:0031253","cell projection membrane",0.03135916,1.066211,1,0.9379002,0.02941176,0.6615189,1,311,0.9556849,1,1.04637,0.01754386,0.003215434,0.6191149,1
"GO:0031981","nuclear lumen",0.3148859,10.70612,10,0.934045,0.2941176,0.66481,1,3925,12.0613,11,0.912008,0.1929825,0.002802548,0.6853938,1
"GO:0015630","microtubule cytoskeleton",0.09969772,3.389722,3,0.8850282,0.08823529,0.6724119,1,1108,3.40482,3,0.8811039,0.05263158,0.002707581,0.6699265,1
"GO:0099568","cytoplasmic region",0.03234679,1.099791,1,0.9092639,0.02941176,0.6730576,1,308,0.9464661,1,1.056562,0.01754386,0.003246753,0.6155217,1
"GO:0043005","neuron projection",0.1321217,4.492137,4,0.8904448,0.1176471,0.6743159,1,988,3.036067,4,1.317494,0.07017544,0.004048583,0.3610106,1
"GO:0044429","mitochondrial part",0.06791909,2.309249,2,0.8660824,0.05882353,0.6818056,1,1024,3.146693,2,0.635588,0.03508772,0.001953125,0.830307,1
"GO:0044464","cell part",0.9162713,31.15322,31,0.9950816,0.9117647,0.6831931,1,16272,50.00291,51,1.019941,0.8947368,0.003134218,0.4401172,1
"GO:0014069","postsynaptic density",0.03327453,1.131334,1,0.8839121,0.02941176,0.6835483,1,206,0.633026,1,1.579714,0.01754386,0.004854369,0.4714065,1
"GO:0099572","postsynaptic specialization",0.03330653,1.132422,1,0.883063,0.02941176,0.6839042,1,207,0.636099,1,1.572082,0.01754386,0.004830918,0.4730491,1
"GO:0005623","cell",0.9165759,31.16358,31,0.994751,0.9117647,0.6855983,1,16300,50.08895,51,1.018189,0.8947368,0.003128834,0.4539089,1
"GO:0044422","organelle part",0.6140133,20.87645,20,0.9580171,0.5882353,0.6894628,1,9043,27.78861,25,0.899649,0.4385965,0.002764569,0.808447,1
"GO:0019866","organelle inner membrane",0.03400821,1.156279,1,0.8648431,0.02941176,0.6916125,1,550,1.690118,1,0.5916746,0.01754386,0.001818182,0.8206321,1
"GO:0016607","nuclear speck",0.03415884,1.161401,1,0.8610293,0.02941176,0.6932433,1,370,1.136989,1,0.8795164,0.01754386,0.002702703,0.683438,1
"GO:0043231","intracellular membrane-bounded organelle",0.7019291,23.86559,23,0.9637307,0.6764706,0.7019147,1,10558,32.44412,33,1.017133,0.5789474,0.003125592,0.4965061,1
"GO:0070013","intracellular organelle lumen",0.3834925,13.03874,12,0.9203341,0.3529412,0.7025734,1,5046,15.50607,15,0.9673634,0.2631579,0.002972652,0.6097407,1
"GO:0032279","asymmetric synapse",0.03506295,1.19214,1,0.8388275,0.02941176,0.702857,1,211,0.6483907,1,1.54228,0.01754386,0.004739336,0.4795694,1
"GO:0098984","neuron to neuron synapse",0.03535209,1.201971,1,0.8319667,0.02941176,0.7058695,1,214,0.6576096,1,1.520659,0.01754386,0.004672897,0.4844076,1
"GO:0044441","ciliary part",0.03609151,1.227111,1,0.814922,0.02941176,0.7134388,1,408,1.25376,1,0.7976006,0.01754386,0.00245098,0.7190824,1
"GO:0016021","integral component of membrane",0.44721,15.20514,14,0.9207413,0.4117647,0.7200792,1,5239,16.09914,14,0.8696115,0.245614,0.002672266,0.7753426,1
"GO:0005794","Golgi apparatus",0.1420391,4.82933,4,0.8282723,0.1176471,0.7311655,1,1471,4.520298,4,0.8848975,0.07017544,0.002719239,0.672044,1
"GO:0032991","macromolecular complex",0.3906448,13.28192,12,0.9034837,0.3529412,0.7315032,1,5035,15.47226,15,0.9694768,0.2631579,0.002979146,0.6058727,1
"GO:0005925","focal adhesion",0.03794056,1.289979,1,0.7752063,0.02941176,0.7315492,1,394,1.210739,1,0.8259418,0.01754386,0.002538071,0.7064343,1
"GO:0005924","cell-substrate adherens junction",0.03806415,1.294181,1,0.7726895,0.02941176,0.7327192,1,397,1.219958,1,0.8197004,0.01754386,0.002518892,0.7091909,1
"GO:0031982","vesicle",0.3314046,11.26776,10,0.8874882,0.2941176,0.7358892,1,4221,12.97089,13,1.002244,0.2280702,0.003079839,0.5479161,1
"GO:0005654","nucleoplasm",0.2712158,9.221337,8,0.8675531,0.2352941,0.7408668,1,3332,10.23904,9,0.8789884,0.1578947,0.00270108,0.7177712,1
"GO:0030055","cell-substrate junction",0.03899153,1.325712,1,0.7543116,0.02941176,0.7413424,1,401,1.23225,1,0.8115238,0.01754386,0.002493766,0.7128268,1
"GO:0034702","ion channel complex",0.04040743,1.373852,1,0.7278802,0.02941176,0.7539894,1,287,0.8819343,1,1.133871,0.01754386,0.003484321,0.5894196,1
"GO:0044459","plasma membrane part",0.2751918,9.35652,8,0.8550187,0.2352941,0.757223,1,2605,8.005014,8,0.9993737,0.1403509,0.003071017,0.5586559,1
"GO:0005886","plasma membrane",0.4583612,15.58428,14,0.8983411,0.4117647,0.7624123,1,5091,15.64435,14,0.8948919,0.245614,0.002749951,0.7335031,1
"GO:0098552","side of membrane",0.04206006,1.430042,1,0.6992802,0.02941176,0.7679927,1,432,1.327511,1,0.7532895,0.01754386,0.002314815,0.7395306,1
"GO:1902495","transmembrane transporter complex",0.04295987,1.460636,1,0.6846334,0.02941176,0.7752887,1,325,0.9987061,1,1.001296,0.01754386,0.003076923,0.6354518,1
"GO:0005634","nucleus",0.5208972,17.7105,16,0.9034187,0.4705882,0.7760853,1,7038,21.62737,21,0.9709921,0.3684211,0.002983802,0.6170626,1
"GO:0044428","nuclear part",0.3420199,11.62868,10,0.859943,0.2941176,0.7766007,1,4278,13.14605,11,0.8367535,0.1929825,0.002571295,0.7951659,1
"GO:1990351","transporter complex",0.04321367,1.469265,1,0.6806125,0.02941176,0.7773059,1,332,1.020217,1,0.9801839,0.01754386,0.003012048,0.6433601,1
"GO:0009986","cell surface",0.08180228,2.781277,2,0.719094,0.05882353,0.7786727,1,742,2.280123,2,0.8771457,0.03508772,0.002695418,0.6710739,1
"GO:0031410","cytoplasmic vesicle",0.1854197,6.304271,5,0.7931131,0.1470588,0.7817792,1,2191,6.732816,5,0.7426313,0.0877193,0.002282063,0.8189147,1
"GO:0015629","actin cytoskeleton",0.04381277,1.489634,1,0.6713057,0.02941176,0.7819983,1,457,1.404334,1,0.7120811,0.01754386,0.002188184,0.7592753,1
"GO:0097708","intracellular vesicle",0.1856668,6.312672,5,0.7920577,0.1470588,0.7828389,1,2194,6.742035,5,0.7416159,0.0877193,0.002278943,0.8198681,1
"GO:0043227","membrane-bounded organelle",0.7761489,26.38906,25,0.9473622,0.7352941,0.7859506,1,12237,37.60359,37,0.9839486,0.6491228,0.003023617,0.626291,1
"GO:0045211","postsynaptic membrane",0.04441444,1.510091,1,0.6622117,0.02941176,0.7866142,1,224,0.688339,1,1.452773,0.01754386,0.004464286,0.5002178,1
