"ID","name","Binom_Genome_Fraction","Binom_Expected","Binom_Observed_Region_Hits","Binom_Fold_Enrichment","Binom_Region_Set_Coverage","Binom_Raw_PValue","Binom_Adjp_BH","Hyper_Total_Genes","Hyper_Expected","Hyper_Observed_Gene_Hits","Hyper_Fold_Enrichment","Hyper_Gene_Set_Coverage","Hyper_Term_Gene_Coverage","Hyper_Raw_PValue","Hyper_Adjp_BH"
"GO:0047134","protein-disulfide reductase activity",0.0008568947,0.02913442,1,34.32366,0.02941176,0.02872624,1,7,0.02151059,1,46.48872,0.01754386,0.1428571,0.02131672,1
"GO:0072341","modified amino acid binding",0.007792025,0.2649288,2,7.549197,0.05882353,0.0288818,1,70,0.2151059,2,9.297744,0.03508772,0.02857143,0.01960348,1
"GO:0046873","metal ion transmembrane transporter activity",0.05165947,1.756422,5,2.846696,0.1470588,0.02931088,1,445,1.367459,6,4.3877,0.1052632,0.01348315,0.002378611,0.926053021285714
"GO:0022843","voltage-gated cation channel activity",0.01989513,0.6764345,3,4.435019,0.08823529,0.02978642,1,133,0.4087013,3,7.340324,0.05263158,0.02255639,0.007952559,1
"GO:1990247","N6-methyladenosine-containing RNA binding",0.000930323,0.03163098,1,31.61457,0.02941176,0.03115022,1,7,0.02151059,1,46.48872,0.01754386,0.1428571,0.02131672,1
"GO:0048273","mitogen-activated protein kinase p38 binding",0.0009667419,0.03286922,1,30.4236,0.02941176,0.03235028,1,6,0.01843765,1,54.23684,0.01754386,0.1666667,0.01829903,1
"GO:0005243","gap junction channel activity",0.001026108,0.03488768,1,28.66341,0.02941176,0.03430342,1,15,0.04609413,1,21.69474,0.01754386,0.06666667,0.04513237,1
"GO:0043546","molybdopterin cofactor binding",0.001028817,0.03497977,1,28.58795,0.02941176,0.03439244,1,6,0.01843765,1,54.23684,0.01754386,0.1666667,0.01829903,1
"GO:0008432","JUN kinase binding",0.001080661,0.03674248,1,27.21645,0.02941176,0.03609482,1,8,0.02458354,1,40.67763,0.01754386,0.125,0.02432529,1
"GO:0004983","neuropeptide Y receptor activity",0.001103273,0.03751127,1,26.65866,0.02941176,0.03683638,1,9,0.02765648,1,36.15789,0.01754386,0.1111111,0.02732478,1
"GO:0072509","divalent inorganic cation transmembrane transporter activity",0.02171893,0.7384436,3,4.062599,0.08823529,0.03717221,1,175,0.5377648,4,7.438195,0.07017544,0.02285714,0.002048456,0.926053021285714
"GO:0004791","thioredoxin-disulfide reductase activity",0.001180746,0.04014537,1,24.90947,0.02941176,0.03937301,1,11,0.03380236,1,29.58373,0.01754386,0.09090909,0.0332966,1
"GO:0008320","protein transmembrane transporter activity",0.001229702,0.04180986,1,23.9178,0.02941176,0.04097256,1,18,0.05531295,1,18.07895,0.01754386,0.05555556,0.05391566,1
"GO:0005261","cation channel activity",0.03896143,1.324689,4,3.019577,0.1176471,0.04216434,1,299,0.9188096,5,5.441824,0.0877193,0.01672241,0.002221717,0.926053021285714
"GO:0022857","transmembrane transporter activity",0.09828265,3.34161,7,2.094799,0.2058824,0.0444801,1,1031,3.168203,8,2.525091,0.1403509,0.007759457,0.01301645,1
"GO:0005499","vitamin D binding",0.001372086,0.04665093,1,21.4358,0.02941176,0.04561008,1,6,0.01843765,1,54.23684,0.01754386,0.1666667,0.01829903,1
"GO:0022829","wide pore channel activity",0.001375544,0.04676851,1,21.38191,0.02941176,0.04572244,1,22,0.06760472,1,14.79187,0.01754386,0.04545455,0.06550334,1
"GO:0016668","oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",0.00139705,0.04749969,1,21.05277,0.02941176,0.0464209,1,16,0.04916707,1,20.33882,0.01754386,0.0625,0.048069,1
"GO:0022890","inorganic cation transmembrane transporter activity",0.0585809,1.991751,5,2.510354,0.1470588,0.04649488,1,548,1.683972,6,3.563004,0.1052632,0.01094891,0.006554924,1
"GO:0019955","cytokine binding",0.01032716,0.3511234,2,5.696003,0.05882353,0.0481088,1,101,0.3103671,2,6.443981,0.03508772,0.01980198,0.0385955,1
"GO:0005283","sodium:amino acid symporter activity",0.00152945,0.05200129,1,19.23029,0.02941176,0.05071015,1,12,0.0368753,1,27.11842,0.01754386,0.08333333,0.03626898,1
"GO:0005244","voltage-gated ion channel activity",0.02469016,0.8394656,3,3.573702,0.08823529,0.05103925,1,189,0.580786,3,5.165414,0.05263158,0.01587302,0.02037189,1
"GO:0043121","neurotrophin binding",0.001561129,0.05307838,1,18.84006,0.02941176,0.05173365,1,10,0.03072942,1,32.54211,0.01754386,0.1,0.0303152,1
"GO:0016595","glutamate binding",0.001564147,0.053181,1,18.80371,0.02941176,0.05183111,1,10,0.03072942,1,32.54211,0.01754386,0.1,0.0303152,1
"GO:0030515","snoRNA binding",0.001609501,0.05472304,1,18.27384,0.02941176,0.05329442,1,29,0.08911532,1,11.22142,0.01754386,0.03448276,0.08544718,1
"GO:0022884","macromolecule transmembrane transporter activity",0.001656357,0.05631613,1,17.7569,0.02941176,0.05480386,1,21,0.06453178,1,15.49624,0.01754386,0.04761905,0.06261956,1
"GO:0051537","2 iron, 2 sulfur cluster binding",0.001674268,0.05692511,1,17.56694,0.02941176,0.05538025,1,22,0.06760472,1,14.79187,0.01754386,0.04545455,0.06550334,1
"GO:0005416","cation:amino acid symporter activity",0.001744957,0.05932853,1,16.8553,0.02941176,0.05765173,1,18,0.05531295,1,18.07895,0.01754386,0.05555556,0.05391566,1
"GO:0017017","MAP kinase tyrosine/serine/threonine phosphatase activity",0.001791038,0.06089528,1,16.42163,0.02941176,0.0591296,1,13,0.03994825,1,25.03239,0.01754386,0.07692308,0.03923239,1
"GO:0004866","endopeptidase inhibitor activity",0.01166566,0.3966323,2,5.042453,0.05882353,0.05969751,1,169,0.5193272,2,3.851137,0.03508772,0.01183432,0.09520264,1
"GO:0033549","MAP kinase phosphatase activity",0.001814936,0.06170783,1,16.2054,0.02941176,0.05989518,1,14,0.04302119,1,23.24436,0.01754386,0.07142857,0.04218684,1
"GO:0005313","L-glutamate transmembrane transporter activity",0.001873118,0.063686,1,15.70204,0.02941176,0.06175646,1,14,0.04302119,1,23.24436,0.01754386,0.07142857,0.04218684,1
"GO:0003899","DNA-directed 5'-3' RNA polymerase activity",0.001910488,0.06495659,1,15.3949,0.02941176,0.06295008,1,42,0.1290636,2,15.49624,0.03508772,0.04761905,0.007382635,1
"GO:0061135","endopeptidase regulator activity",0.01202498,0.4088495,2,4.891776,0.05882353,0.06295902,1,175,0.5377648,2,3.719098,0.03508772,0.01142857,0.1009428,1
"GO:0015279","store-operated calcium channel activity",0.001932832,0.0657163,1,15.21693,0.02941176,0.06366306,1,10,0.03072942,1,32.54211,0.01754386,0.1,0.0303152,1
"GO:0034062","5'-3' RNA polymerase activity",0.001973773,0.06710828,1,14.90129,0.02941176,0.06496807,1,44,0.1352094,2,14.79187,0.03508772,0.04545455,0.008079698,1
"GO:0001206","transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding",0.001990804,0.06768732,1,14.77382,0.02941176,0.0655104,1,11,0.03380236,1,29.58373,0.01754386,0.09090909,0.0332966,1
"GO:0070064","proline-rich region binding",0.001996915,0.06789512,1,14.7286,0.02941176,0.06570496,1,18,0.05531295,1,18.07895,0.01754386,0.05555556,0.05391566,1
"GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",0.002076881,0.07061395,1,14.16151,0.02941176,0.06824686,1,24,0.07375061,1,13.55921,0.01754386,0.04166667,0.07124478,1
"GO:0030414","peptidase inhibitor activity",0.01261849,0.4290285,2,4.661695,0.05882353,0.06847667,1,176,0.5408378,2,3.697967,0.03508772,0.01136364,0.1019088,1
"GO:0051019","mitogen-activated protein kinase binding",0.002111312,0.07178461,1,13.93056,0.02941176,0.06933928,1,27,0.08296943,1,12.05263,0.01754386,0.03703704,0.07979201,1
"GO:0008324","cation transmembrane transporter activity",0.06583186,2.238283,5,2.233855,0.1470588,0.0699537,1,645,1.982048,6,3.027173,0.1052632,0.009302326,0.01394189,1
"GO:0015278","calcium-release channel activity",0.002142368,0.0728405,1,13.72863,0.02941176,0.07032353,1,18,0.05531295,1,18.07895,0.01754386,0.05555556,0.05391566,1
"GO:0099106","ion channel regulator activity",0.01295481,0.4404634,2,4.540673,0.05882353,0.07167296,1,94,0.2888565,2,6.923852,0.03508772,0.0212766,0.03386256,1
"GO:0043027","cysteine-type endopeptidase inhibitor activity involved in apoptotic process",0.00220833,0.07508321,1,13.31856,0.02941176,0.07241072,1,25,0.07682355,1,13.01684,0.01754386,0.04,0.07410248,1
"GO:0033218","amide binding",0.02867803,0.9750529,3,3.076756,0.08823529,0.07306566,1,280,0.8604237,3,3.486654,0.05263158,0.01071429,0.05486145,1
"GO:0050431","transforming growth factor beta binding",0.002532692,0.08611151,1,11.61285,0.02941176,0.0826083,1,19,0.0583859,1,17.12742,0.01754386,0.05263158,0.05682574,1
"GO:0019239","deaminase activity",0.002610358,0.08875218,1,11.26733,0.02941176,0.08503386,1,34,0.10448,1,9.571207,0.01754386,0.02941176,0.09943616,1
"GO:0008483","transaminase activity",0.002627389,0.08933121,1,11.1943,0.02941176,0.08556489,1,21,0.06453178,1,15.49624,0.01754386,0.04761905,0.06261956,1
"GO:0016829","lyase activity",0.01449173,0.4927188,2,4.05911,0.05882353,0.08687515,1,170,0.5224001,2,3.828483,0.03508772,0.01176471,0.09615251,1
"GO:0016769","transferase activity, transferring nitrogenous groups",0.002697487,0.09171456,1,10.90339,0.02941176,0.08774751,1,23,0.07067766,1,14.14874,0.01754386,0.04347826,0.0683784,1
"GO:0003705","transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",0.01472485,0.5006448,2,3.994848,0.05882353,0.08926101,1,101,0.3103671,2,6.443981,0.03508772,0.01980198,0.0385955,1
"GO:0005343","organic acid:sodium symporter activity",0.002747096,0.09340128,1,10.70649,0.02941176,0.08928913,1,26,0.07989649,1,12.51619,0.01754386,0.03846154,0.07695155,1
"GO:0022891","substrate-specific transmembrane transporter activity",0.09264457,3.149915,6,1.904813,0.1764706,0.08966718,1,943,2.897784,7,2.415639,0.122807,0.007423118,0.02482212,1
"GO:0048018","receptor agonist activity",0.002853449,0.09701725,1,10.30744,0.02941176,0.0925855,1,29,0.08911532,1,11.22142,0.01754386,0.03448276,0.08544718,1
"GO:0031406","carboxylic acid binding",0.01504745,0.5116132,2,3.909204,0.05882353,0.09259526,1,167,0.5131813,2,3.897258,0.03508772,0.01197605,0.09331128,1
"GO:0043177","organic acid binding",0.01512347,0.5141981,2,3.889552,0.05882353,0.09338643,1,168,0.5162542,2,3.87406,0.03508772,0.01190476,0.09425555,1
"GO:0005216","ion channel activity",0.05134599,1.745764,4,2.291261,0.1176471,0.09495498,1,421,1.293709,5,3.864858,0.0877193,0.01187648,0.009360754,1
"GO:0097718","disordered domain specific binding",0.00297648,0.1012003,1,9.881392,0.02941176,0.09638439,1,33,0.1014071,1,9.861244,0.01754386,0.03030303,0.09665529,1
"GO:0061134","peptidase regulator activity",0.01546254,0.5257264,2,3.80426,0.05882353,0.09693939,1,211,0.6483907,2,3.08456,0.03508772,0.009478673,0.1371989,1
"GO:0022838","substrate-specific channel activity",0.05193644,1.765839,4,2.265212,0.1176471,0.09802898,1,432,1.327511,5,3.766447,0.0877193,0.01157407,0.01038847,1
"GO:0099604","ligand-gated calcium channel activity",0.003034319,0.1031668,1,9.693038,0.02941176,0.09816497,1,23,0.07067766,1,14.14874,0.01754386,0.04347826,0.0683784,1
"GO:0019904","protein domain specific binding",0.07290804,2.478873,5,2.017045,0.1470588,0.09828633,1,696,2.138768,5,2.337795,0.0877193,0.007183908,0.06208309,1
"GO:0005215","transporter activity",0.1185432,4.03047,7,1.73677,0.2058824,0.1004592,1,1331,4.090086,8,1.955949,0.1403509,0.006010518,0.04958469,1
"GO:0005310","dicarboxylic acid transmembrane transporter activity",0.003120773,0.1061063,1,9.424514,0.02941176,0.1008201,1,33,0.1014071,1,9.861244,0.01754386,0.03030303,0.09665529,1
"GO:0043028","cysteine-type endopeptidase regulator activity involved in apoptotic process",0.003335538,0.1134083,1,8.817696,0.02941176,0.1073832,1,41,0.1259906,1,7.937099,0.01754386,0.02439024,0.1186682,1
"GO:0016247","channel regulator activity",0.01679774,0.571123,2,3.501872,0.05882353,0.1112971,1,131,0.4025554,2,4.96826,0.03508772,0.01526718,0.06141539,1
"GO:0004857","enzyme inhibitor activity",0.03450072,1.173025,3,2.557491,0.08823529,0.1115707,1,385,1.183083,3,2.535748,0.05263158,0.007792208,0.1147327,1
"GO:0043022","ribosome binding",0.003493682,0.1187852,1,8.418558,0.02941176,0.1121861,1,53,0.1628659,1,6.14002,0.01754386,0.01886792,0.1507028,1
"GO:0030296","protein tyrosine kinase activator activity",0.003540877,0.1203898,1,8.306351,0.02941176,0.1136146,1,20,0.06145884,1,16.27105,0.01754386,0.05,0.05972704,1
"GO:0005217","intracellular ligand-gated ion channel activity",0.003589104,0.1220295,1,8.194737,0.02941176,0.1150721,1,27,0.08296943,1,12.05263,0.01754386,0.03703704,0.07979201,1
"GO:0015036","disulfide oxidoreductase activity",0.003857368,0.1311505,1,7.624828,0.02941176,0.1231366,1,42,0.1290636,1,7.74812,0.01754386,0.02380952,0.1213824,1
"GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors",0.003925007,0.1334502,1,7.49343,0.02941176,0.1251587,1,58,0.1782306,1,5.610708,0.01754386,0.01724138,0.1637104,1
"GO:0004869","cysteine-type endopeptidase inhibitor activity",0.003966056,0.1348459,1,7.415873,0.02941176,0.1263837,1,57,0.1751577,1,5.709141,0.01754386,0.01754386,0.1611246,1
"GO:0005048","signal sequence binding",0.004268263,0.1451209,1,6.890805,0.02941176,0.1353509,1,45,0.1382824,1,7.231579,0.01754386,0.02222222,0.1294761,1
"GO:0004536","deoxyribonuclease activity",0.004271834,0.1452423,1,6.885044,0.02941176,0.1354563,1,72,0.2212518,1,4.519737,0.01754386,0.01388889,0.1990993,1
"GO:0005104","fibroblast growth factor receptor binding",0.004451364,0.1513464,1,6.60736,0.02941176,0.1407404,1,26,0.07989649,1,12.51619,0.01754386,0.03846154,0.07695155,1
"GO:0015370","solute:sodium symporter activity",0.004575903,0.1555807,1,6.427532,0.02941176,0.1443876,1,54,0.1659389,1,6.026316,0.01754386,0.01851852,0.1533201,1
"GO:0030331","estrogen receptor binding",0.004625042,0.1572514,1,6.359243,0.02941176,0.1458224,1,40,0.1229177,1,8.135526,0.01754386,0.025,0.1159456,1
"GO:0030170","pyridoxal phosphate binding",0.00463867,0.1577148,1,6.34056,0.02941176,0.14622,1,52,0.159793,1,6.258097,0.01754386,0.01923077,0.1480775,1
"GO:0022892","substrate-specific transporter activity",0.1066786,3.627074,6,1.654226,0.1764706,0.1484713,1,1148,3.527737,7,1.984275,0.122807,0.006097561,0.06095601,1
"GO:0015179","L-amino acid transmembrane transporter activity",0.00480249,0.1632847,1,6.124274,0.02941176,0.1509846,1,53,0.1628659,1,6.14002,0.01754386,0.01886792,0.1507028,1
"GO:0008138","protein tyrosine/serine/threonine phosphatase activity",0.00482408,0.1640187,1,6.096866,0.02941176,0.1516106,1,44,0.1352094,1,7.395933,0.01754386,0.02272727,0.1267864,1
"GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors",0.004851045,0.1649355,1,6.062975,0.02941176,0.1523919,1,45,0.1382824,1,7.231579,0.01754386,0.02222222,0.1294761,1
"GO:0015296","anion:cation symporter activity",0.004977581,0.1692378,1,5.908847,0.02941176,0.1560486,1,55,0.1690118,1,5.916746,0.01754386,0.01818182,0.1559295,1
"GO:0050660","flavin adenine dinucleotide binding",0.005010714,0.1703643,1,5.869775,0.02941176,0.1570036,1,76,0.2335436,1,4.281856,0.01754386,0.01315789,0.2089373,1
"GO:0060090","binding, bridging",0.02086971,0.7095701,2,2.818608,0.05882353,0.1580454,1,185,0.5684943,2,3.518065,0.03508772,0.01081081,0.110718,1
"GO:0016209","antioxidant activity",0.005073678,0.172505,1,5.796932,0.02941176,0.1588154,1,81,0.2489083,1,4.017544,0.01754386,0.01234568,0.221068,1
"GO:0048037","cofactor binding",0.02127576,0.7233759,2,2.764814,0.05882353,0.1629017,1,263,0.8081837,2,2.474685,0.03508772,0.007604563,0.1935347,1
"GO:0005246","calcium channel regulator activity",0.005416084,0.1841469,1,5.430448,0.02941176,0.1686026,1,37,0.1136989,1,8.795164,0.01754386,0.02702703,0.1077284,1
"GO:0016667","oxidoreductase activity, acting on a sulfur group of donors",0.005558194,0.1889786,1,5.291605,0.02941176,0.172632,1,58,0.1782306,1,5.610708,0.01754386,0.01724138,0.1637104,1
"GO:0001786","phosphatidylserine binding",0.005659857,0.1924351,1,5.196556,0.02941176,0.175503,1,39,0.1198447,1,8.34413,0.01754386,0.02564103,0.1132149,1
"GO:0015075","ion transmembrane transporter activity",0.08810753,2.995656,5,1.669083,0.1470588,0.1759374,1,879,2.701116,6,2.221304,0.1052632,0.006825939,0.05206572,1
"GO:0030546","receptor activator activity",0.005782464,0.1966038,1,5.086372,0.02941176,0.1789526,1,43,0.1321365,1,7.567931,0.01754386,0.02325581,0.1240885,1
"GO:0019887","protein kinase regulator activity",0.02281022,0.7755475,2,2.578823,0.05882353,0.1814955,1,191,0.5869319,2,3.40755,0.03508772,0.0104712,0.1166997,1
"GO:0051536","iron-sulfur cluster binding",0.006018152,0.2046172,1,4.887176,0.02941176,0.1855444,1,63,0.1935953,1,5.165414,0.01754386,0.01587302,0.1765222,1
"GO:0022836","gated channel activity",0.04387958,1.491906,3,2.010851,0.08823529,0.1861835,1,329,1.010998,4,3.956487,0.07017544,0.01215805,0.01837631,1
"GO:0043021","ribonucleoprotein complex binding",0.006647546,0.2260165,1,4.424455,0.02941176,0.2028968,1,114,0.3503154,1,2.854571,0.01754386,0.00877193,0.2966703,1
"GO:0008565","protein transporter activity",0.006668836,0.2267404,1,4.41033,0.02941176,0.2034775,1,96,0.2950024,1,3.389803,0.01754386,0.01041667,0.256374,1
"GO:0015459","potassium channel regulator activity",0.006744817,0.2293238,1,4.360646,0.02941176,0.2055464,1,47,0.1444283,1,6.923852,0.01754386,0.0212766,0.1348311,1
"GO:0019207","kinase regulator activity",0.02495028,0.8483096,2,2.35763,0.05882353,0.2079449,1,213,0.6545366,2,3.055597,0.03508772,0.009389671,0.1392917,1
"GO:0004843","thiol-dependent ubiquitin-specific protease activity",0.00692706,0.23552,1,4.245923,0.02941176,0.2104874,1,84,0.2581271,1,3.87406,0.01754386,0.01190476,0.2282585,1
"GO:0015171","amino acid transmembrane transporter activity",0.006980283,0.2373296,1,4.213549,0.02941176,0.2119248,1,78,0.2396895,1,4.172065,0.01754386,0.01282051,0.2138117,1
"GO:0016597","amino acid binding",0.007107174,0.2416439,1,4.138321,0.02941176,0.2153415,1,64,0.1966683,1,5.084704,0.01754386,0.015625,0.1790613,1
"GO:0030971","receptor tyrosine kinase binding",0.007218954,0.2454444,1,4.074242,0.02941176,0.2183394,1,56,0.1720847,1,5.81109,0.01754386,0.01785714,0.158531,1
"GO:0019899","enzyme binding",0.1719829,5.84742,8,1.368125,0.2352941,0.2196692,1,1885,5.792496,8,1.381097,0.1403509,0.004244032,0.2187947,1
"GO:0016651","oxidoreductase activity, acting on NAD(P)H",0.007305747,0.2483954,1,4.02584,0.02941176,0.2206595,1,110,0.3380236,1,2.958373,0.01754386,0.009090909,0.2879052,1
"GO:0005515","protein binding",0.7515051,25.55117,28,1.09584,0.8235294,0.223949,1,11129,34.19877,37,1.08191,0.6491228,0.003324647,0.2686222,1
"GO:0000980","RNA polymerase II distal enhancer sequence-specific DNA binding",0.007453494,0.2534188,1,3.946037,0.02941176,0.2245935,1,74,0.2273977,1,4.397582,0.01754386,0.01351351,0.2040332,1
"GO:0008188","neuropeptide receptor activity",0.007458682,0.2535952,1,3.943293,0.02941176,0.2247313,1,46,0.1413553,1,7.074371,0.01754386,0.02173913,0.1321577,1
"GO:0043130","ubiquitin binding",0.007556631,0.2569255,1,3.892179,0.02941176,0.2273284,1,104,0.319586,1,3.129049,0.01754386,0.009615385,0.274556,1
"GO:0042277","peptide binding",0.02698067,0.9173427,2,2.18021,0.05882353,0.2334271,1,248,0.7620896,2,2.624363,0.03508772,0.008064516,0.176933,1
"GO:0001540","beta-amyloid binding",0.008006002,0.2722041,1,3.673714,0.02941176,0.2391352,1,55,0.1690118,1,5.916746,0.01754386,0.01818182,0.1559295,1
"GO:0009055","electron carrier activity",0.008074021,0.2745167,1,3.642765,0.02941176,0.240907,1,103,0.316513,1,3.159428,0.01754386,0.009708738,0.2723073,1
"GO:0030545","receptor regulator activity",0.008165593,0.2776302,1,3.601914,0.02941176,0.243286,1,66,0.2028142,1,4.930622,0.01754386,0.01515152,0.1841165,1
