"ID","name","Binom_Genome_Fraction","Binom_Expected","Binom_Observed_Region_Hits","Binom_Fold_Enrichment","Binom_Region_Set_Coverage","Binom_Raw_PValue","Binom_Adjp_BH","Hyper_Total_Genes","Hyper_Expected","Hyper_Observed_Gene_Hits","Hyper_Fold_Enrichment","Hyper_Gene_Set_Coverage","Hyper_Term_Gene_Coverage","Hyper_Raw_PValue","Hyper_Adjp_BH"
"GO:0031549","negative regulation of brain-derived neurotrophic factor receptor signaling pathway",0.0003197181,0.01087041,1,91.99282,0.02941176,0.01081326,1,1,0.003072942,1,325.4211,0.01754386,1,0.003072942,1
"GO:0035261","external genitalia morphogenesis",0.0003210643,0.01091619,1,91.60709,0.02941176,0.01085855,1,2,0.006145884,1,162.7105,0.01754386,0.5,0.006136606,1
"GO:0034088","maintenance of mitotic sister chromatid cohesion",0.0003232272,0.01098973,1,90.99408,0.02941176,0.01093132,1,4,0.01229177,1,81.35526,0.01754386,0.25,0.01223621,1
"GO:0031348","negative regulation of defense response",0.01360632,0.4626149,3,6.484876,0.08823529,0.01100481,1,162,0.4978166,3,6.026316,0.05263158,0.01851852,0.01355732,1
"GO:0048585","negative regulation of response to stimulus",0.155986,5.303523,11,2.074093,0.3235294,0.01159138,1,1435,4.409672,14,3.17484,0.245614,0.009756098,8.392759e-05,0.551614085275
"GO:0006520","cellular amino acid metabolic process",0.02622942,0.8918004,4,4.485308,0.1176471,0.01171979,1,313,0.9618308,5,5.198419,0.0877193,0.01597444,0.002707723,1
"GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.0003524519,0.01198337,1,83.44901,0.02941176,0.01191394,1,9,0.02765648,1,36.15789,0.01754386,0.1111111,0.02732478,1
"GO:0009448","gamma-aminobutyric acid metabolic process",0.0003595905,0.01222608,1,81.79238,0.02941176,0.01215381,1,4,0.01229177,1,81.35526,0.01754386,0.25,0.01223621,1
"GO:0002685","regulation of leukocyte migration",0.01415743,0.4813527,3,6.232436,0.08823529,0.01224093,1,168,0.5162542,3,5.81109,0.05263158,0.01785714,0.01493662,1
"GO:1990542","mitochondrial transmembrane transport",0.004937861,0.1678873,2,11.91275,0.05882353,0.01231719,1,82,0.2519812,2,7.937099,0.03508772,0.02439024,0.02633497,1
"GO:0051299","centrosome separation",0.0003666805,0.01246714,1,80.21087,0.02941176,0.012392,1,8,0.02458354,1,40.67763,0.01754386,0.125,0.02432529,1
"GO:0009115","xanthine catabolic process",0.0003692744,0.01255533,1,79.64745,0.02941176,0.01247913,1,2,0.006145884,1,162.7105,0.01754386,0.5,0.006136606,1
"GO:0090150","establishment of protein localization to membrane",0.0143461,0.4877675,3,6.150471,0.08823529,0.01268179,1,216,0.6637555,3,4.519737,0.05263158,0.01388889,0.02876187,1
"GO:0048557","embryonic digestive tract morphogenesis",0.005043112,0.1714658,2,11.66413,0.05882353,0.01281934,1,19,0.0583859,2,34.25485,0.03508772,0.1052632,0.001534106,1
"GO:0071307","cellular response to vitamin K",0.0003816406,0.01297578,1,77.06666,0.02941176,0.0128944,1,2,0.006145884,1,162.7105,0.01754386,0.5,0.006136606,1
"GO:0072655","establishment of protein localization to mitochondrion",0.005104778,0.1735624,2,11.52323,0.05882353,0.01311766,1,68,0.2089601,2,9.571207,0.03508772,0.02941176,0.01856369,1
"GO:0001960","negative regulation of cytokine-mediated signaling pathway",0.005111415,0.1737881,2,11.50827,0.05882353,0.01314995,1,49,0.1505742,2,13.28249,0.03508772,0.04081633,0.009946126,1
"GO:0045040","protein import into mitochondrial outer membrane",0.0004043033,0.01374631,1,72.74678,0.02941176,0.01365501,1,5,0.01536471,1,65.08421,0.01754386,0.2,0.01527221,1
"GO:0050764","regulation of phagocytosis",0.005328881,0.181182,2,11.03863,0.05882353,0.01422721,1,68,0.2089601,2,9.571207,0.03508772,0.02941176,0.01856369,1
"GO:1901624","negative regulation of lymphocyte chemotaxis",0.0004221505,0.01435312,1,69.67128,0.02941176,0.01425359,1,3,0.009218826,1,108.4737,0.01754386,0.3333333,0.00919102,1
"GO:0046110","xanthine metabolic process",0.0004311106,0.01465776,1,68.22324,0.02941176,0.01455397,1,3,0.009218826,1,108.4737,0.01754386,0.3333333,0.00919102,1
"GO:0046700","heterocycle catabolic process",0.0280753,0.9545603,4,4.190411,0.1176471,0.01472215,1,402,1.235323,4,3.23802,0.07017544,0.009950249,0.03490701,1
"GO:1902275","regulation of chromatin organization",0.01522144,0.5175288,3,5.796779,0.08823529,0.01484628,1,157,0.4824519,3,6.218237,0.05263158,0.01910828,0.0124662,1
"GO:0044270","cellular nitrogen compound catabolic process",0.02815981,0.9574334,4,4.177836,0.1176471,0.01487025,1,404,1.241469,4,3.221991,0.07017544,0.00990099,0.03545105,1
"GO:0045039","protein import into mitochondrial inner membrane",0.0004437641,0.01508798,1,66.27793,0.02941176,0.01497802,1,7,0.02151059,1,46.48872,0.01754386,0.1428571,0.02131672,1
"GO:0050885","neuromuscular process controlling balance",0.005485952,0.1865224,2,10.72257,0.05882353,0.01502838,1,48,0.1475012,2,13.55921,0.03508772,0.04166667,0.009558877,1
"GO:0044406","adhesion of symbiont to host",0.0004489218,0.01526334,1,65.51646,0.02941176,0.01515082,1,10,0.03072942,1,32.54211,0.01754386,0.1,0.0303152,1
"GO:0001672","regulation of chromatin assembly or disassembly",0.0004523901,0.01538126,1,65.01417,0.02941176,0.015267,1,9,0.02765648,1,36.15789,0.01754386,0.1111111,0.02732478,1
"GO:0050710","negative regulation of cytokine secretion",0.005594617,0.190217,2,10.51431,0.05882353,0.01559384,1,58,0.1782306,2,11.22142,0.03508772,0.03448276,0.01373624,1
"GO:0015942","formate metabolic process",0.000470383,0.01599302,1,62.52727,0.02941176,0.01586952,1,6,0.01843765,1,54.23684,0.01754386,0.1666667,0.01829903,1
"GO:0009064","glutamine family amino acid metabolic process",0.005657463,0.1923537,2,10.39751,0.05882353,0.01592502,1,67,0.2058871,2,9.714061,0.03508772,0.02985075,0.0180529,1
"GO:0060761","negative regulation of response to cytokine stimulus",0.00566071,0.1924641,2,10.39155,0.05882353,0.01594221,1,53,0.1628659,2,12.28004,0.03508772,0.03773585,0.01156361,1
"GO:0061010","gall bladder development",0.0004771053,0.01622158,1,61.64627,0.02941176,0.01609453,1,3,0.009218826,1,108.4737,0.01754386,0.3333333,0.00919102,1
"GO:0070585","protein localization to mitochondrion",0.005692894,0.1935584,2,10.3328,0.05882353,0.01611306,1,74,0.2273977,2,8.795164,0.03508772,0.02702703,0.02175473,1
"GO:0032571","response to vitamin K",0.0004930398,0.01676335,1,59.65394,0.02941176,0.01662769,1,5,0.01536471,1,65.08421,0.01754386,0.2,0.01527221,1
"GO:0070779","D-aspartate import",0.000506646,0.01722596,1,58.05191,0.02941176,0.01708273,1,4,0.01229177,1,81.35526,0.01754386,0.25,0.01223621,1
"GO:0019439","aromatic compound catabolic process",0.02958796,1.005991,4,3.97618,0.1176471,0.01751861,1,415,1.275271,4,3.136588,0.07017544,0.009638554,0.03853183,1
"GO:0019064","fusion of virus membrane with host plasma membrane",0.0005255143,0.01786749,1,55.96758,0.02941176,0.01771342,1,7,0.02151059,1,46.48872,0.01754386,0.1428571,0.02131672,1
"GO:0031548","regulation of brain-derived neurotrophic factor receptor signaling pathway",0.0005264667,0.01789987,1,55.86634,0.02941176,0.01774525,1,2,0.006145884,1,162.7105,0.01754386,0.5,0.006136606,1
"GO:0098712","L-glutamate import across plasma membrane",0.0005287527,0.01797759,1,55.62481,0.02941176,0.01782163,1,5,0.01536471,1,65.08421,0.01754386,0.2,0.01527221,1
"GO:0032102","negative regulation of response to external stimulus",0.02983282,1.014316,4,3.943545,0.1176471,0.01800059,1,266,0.8174026,4,4.89355,0.07017544,0.01503759,0.009007914,1
"GO:2000510","positive regulation of dendritic cell chemotaxis",0.0005406229,0.01838118,1,54.40347,0.02941176,0.01821816,1,9,0.02765648,1,36.15789,0.01754386,0.1111111,0.02732478,1
"GO:0033182","regulation of histone ubiquitination",0.0005413659,0.01840644,1,54.3288,0.02941176,0.01824297,1,9,0.02765648,1,36.15789,0.01754386,0.1111111,0.02732478,1
"GO:1990123","L-glutamate import into cell",0.0005425839,0.01844785,1,54.20685,0.02941176,0.01828365,1,6,0.01843765,1,54.23684,0.01754386,0.1666667,0.01829903,1
"GO:0042940","D-amino acid transport",0.0005465537,0.01858283,1,53.81313,0.02941176,0.01841622,1,6,0.01843765,1,54.23684,0.01754386,0.1666667,0.01829903,1
"GO:0051938","L-glutamate import",0.0005494782,0.01868226,1,53.52672,0.02941176,0.01851387,1,7,0.02151059,1,46.48872,0.01754386,0.1428571,0.02131672,1
"GO:1900744","regulation of p38MAPK cascade",0.006147859,0.2090272,2,9.568133,0.05882353,0.01861203,1,31,0.0952612,2,20.99491,0.03508772,0.06451613,0.004074249,1
"GO:1905042","negative regulation of epithelium regeneration",0.0005828534,0.01981701,1,50.46169,0.02941176,0.01962761,1,1,0.003072942,1,325.4211,0.01754386,1,0.003072942,1
"GO:0003104","positive regulation of glomerular filtration",0.0005864758,0.01994018,1,50.15001,0.02941176,0.01974842,1,4,0.01229177,1,81.35526,0.01754386,0.25,0.01223621,1
"GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.000587166,0.01996364,1,50.09105,0.02941176,0.01977144,1,15,0.04609413,1,21.69474,0.01754386,0.06666667,0.04513237,1
"GO:0060266","negative regulation of respiratory burst involved in inflammatory response",0.0005976782,0.02032106,1,49.21004,0.02941176,0.02012193,1,3,0.009218826,1,108.4737,0.01754386,0.3333333,0.00919102,1
"GO:0019240","citrulline biosynthetic process",0.0006063311,0.02061526,1,48.50776,0.02941176,0.02041034,1,7,0.02151059,2,92.97744,0.03508772,0.2857143,0.0001929164,0.845295359333333
"GO:1901361","organic cyclic compound catabolic process",0.03119472,1.06062,4,3.771377,0.1176471,0.0208338,1,441,1.355167,4,2.951665,0.07017544,0.009070295,0.04641129,1
"GO:0061082","myeloid leukocyte cytokine production",0.0006217539,0.02113963,1,47.30451,0.02941176,0.02092419,1,4,0.01229177,1,81.35526,0.01754386,0.25,0.01223621,1
"GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.0006235045,0.02119915,1,47.1717,0.02941176,0.0209825,1,21,0.06453178,1,15.49624,0.01754386,0.04761905,0.06261956,1
"GO:0043313","regulation of neutrophil degranulation",0.0006294601,0.02140164,1,46.72539,0.02941176,0.02118085,1,7,0.02151059,1,46.48872,0.01754386,0.1428571,0.02131672,1
"GO:0007008","outer mitochondrial membrane organization",0.000630246,0.02142837,1,46.66712,0.02941176,0.02120702,1,7,0.02151059,1,46.48872,0.01754386,0.1428571,0.02131672,1
"GO:0060312","regulation of blood vessel remodeling",0.0006316733,0.02147689,1,46.56167,0.02941176,0.02125455,1,9,0.02765648,1,36.15789,0.01754386,0.1111111,0.02732478,1
"GO:0035999","tetrahydrofolate interconversion",0.0006367657,0.02165003,1,46.1893,0.02941176,0.0214241,1,10,0.03072942,1,32.54211,0.01754386,0.1,0.0303152,1
"GO:0014707","branchiomeric skeletal muscle development",0.0006440829,0.02189882,1,45.66457,0.02941176,0.02166768,1,3,0.009218826,1,108.4737,0.01754386,0.3333333,0.00919102,1
"GO:0000478","endonucleolytic cleavage involved in rRNA processing",0.0006475997,0.02201839,1,45.41658,0.02941176,0.02178473,1,16,0.04916707,1,20.33882,0.01754386,0.0625,0.048069,1
"GO:0060264","regulation of respiratory burst involved in inflammatory response",0.0006546213,0.02225712,1,44.92944,0.02941176,0.02201839,1,4,0.01229177,1,81.35526,0.01754386,0.25,0.01223621,1
"GO:0061038","uterus morphogenesis",0.0006587288,0.02239678,1,44.64928,0.02941176,0.02215505,1,6,0.01843765,1,54.23684,0.01754386,0.1666667,0.01829903,1
"GO:1901607","alpha-amino acid biosynthetic process",0.006765338,0.2300215,2,8.69484,0.05882353,0.02224729,1,66,0.2028142,3,14.79187,0.05263158,0.04545455,0.00109749,1
"GO:1904059","regulation of locomotor rhythm",0.0006630704,0.02254439,1,44.35692,0.02941176,0.02229948,1,2,0.006145884,1,162.7105,0.01754386,0.5,0.006136606,1
"GO:1902563","regulation of neutrophil activation",0.0006868872,0.02335416,1,42.81892,0.02941176,0.0230914,1,9,0.02765648,1,36.15789,0.01754386,0.1111111,0.02732478,1
"GO:0089718","amino acid import across plasma membrane",0.0007063269,0.02401512,1,41.64044,0.02941176,0.02373733,1,7,0.02151059,1,46.48872,0.01754386,0.1428571,0.02131672,1
"GO:1902837","amino acid import into cell",0.0007201582,0.02448538,1,40.8407,0.02941176,0.02419665,1,8,0.02458354,1,40.67763,0.01754386,0.125,0.02432529,1
"GO:1900165","negative regulation of interleukin-6 secretion",0.0007229292,0.02457959,1,40.68415,0.02941176,0.02428865,1,7,0.02151059,1,46.48872,0.01754386,0.1428571,0.02131672,1
"GO:0009968","negative regulation of signal transduction",0.1282648,4.361002,9,2.063746,0.2647059,0.02437634,1,1154,3.546175,10,2.81994,0.1754386,0.008665511,0.002478567,1
"GO:2000508","regulation of dendritic cell chemotaxis",0.0007315451,0.02487253,1,40.20499,0.02941176,0.02457464,1,10,0.03072942,1,32.54211,0.01754386,0.1,0.0303152,1
"GO:0002115","store-operated calcium entry",0.0007384607,0.02510766,1,39.82848,0.02941176,0.02480413,1,7,0.02151059,1,46.48872,0.01754386,0.1428571,0.02131672,1
"GO:1901565","organonitrogen compound catabolic process",0.03296996,1.120979,4,3.56831,0.1176471,0.0249228,1,356,1.093967,4,3.656416,0.07017544,0.01123596,0.02374675,1
"GO:0006548","histidine catabolic process",0.0007455119,0.02534741,1,39.45177,0.02941176,0.02503807,1,8,0.02458354,1,40.67763,0.01754386,0.125,0.02432529,1
"GO:1900016","negative regulation of cytokine production involved in inflammatory response",0.000746443,0.02537906,1,39.40256,0.02941176,0.02506896,1,10,0.03072942,1,32.54211,0.01754386,0.1,0.0303152,1
"GO:0060268","negative regulation of respiratory burst",0.0007487311,0.02545686,1,39.28215,0.02941176,0.02514486,1,4,0.01229177,1,81.35526,0.01754386,0.25,0.01223621,1
"GO:0060040","retinal bipolar neuron differentiation",0.0007509098,0.02553093,1,39.16818,0.02941176,0.02521712,1,4,0.01229177,1,81.35526,0.01754386,0.25,0.01223621,1
"GO:0000052","citrulline metabolic process",0.0007688034,0.02613932,1,38.25655,0.02941176,0.02581043,1,10,0.03072942,2,65.08421,0.03508772,0.2,0.0004109485,1
"GO:1990264","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity",0.000769725,0.02617065,1,38.21074,0.02941176,0.02584098,1,2,0.006145884,1,162.7105,0.01754386,0.5,0.006136606,1
"GO:0035457","cellular response to interferon-alpha",0.0007859663,0.02672285,1,37.42115,0.02941176,0.02637919,1,10,0.03072942,1,32.54211,0.01754386,0.1,0.0303152,1
"GO:0055085","transmembrane transport",0.1088486,3.700853,8,2.161664,0.2352941,0.02677832,1,1190,3.656801,9,2.461168,0.1578947,0.007563025,0.009903679,1
"GO:0071347","cellular response to interleukin-1",0.00755438,0.2568489,2,7.786678,0.05882353,0.02728283,1,90,0.2765648,2,7.231579,0.03508772,0.02222222,0.03126896,1
"GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.01928441,0.6556699,3,4.575473,0.08823529,0.02750788,1,203,0.6238072,3,4.809178,0.05263158,0.01477833,0.02452502,1
"GO:0032652","regulation of interleukin-1 production",0.00762005,0.2590817,2,7.719572,0.05882353,0.02772096,1,71,0.2181789,3,13.75019,0.05263158,0.04225352,0.001355984,1
"GO:0048701","embryonic cranial skeleton morphogenesis",0.007710277,0.2621494,2,7.629237,0.05882353,0.02832757,1,45,0.1382824,2,14.46316,0.03508772,0.04444444,0.00843893,1
"GO:0000469","cleavage involved in rRNA processing",0.000860738,0.02926509,1,34.1704,0.02941176,0.02885325,1,25,0.07682355,1,13.01684,0.01754386,0.04,0.07410248,1
"GO:0006547","histidine metabolic process",0.0008714375,0.02962888,1,33.75086,0.02941176,0.02920678,1,10,0.03072942,1,32.54211,0.01754386,0.1,0.0303152,1
"GO:1900044","regulation of protein K63-linked ubiquitination",0.0008810644,0.02995619,1,33.38208,0.02941176,0.02952477,1,9,0.02765648,1,36.15789,0.01754386,0.1111111,0.02732478,1
"GO:0035701","hematopoietic stem cell migration",0.0008821758,0.02999398,1,33.34003,0.02941176,0.02956147,1,4,0.01229177,1,81.35526,0.01754386,0.25,0.01223621,1
"GO:0043092","L-amino acid import",0.0008955167,0.03044757,1,32.84335,0.02941176,0.03000194,1,13,0.03994825,1,25.03239,0.01754386,0.07692308,0.03923239,1
"GO:2000668","regulation of dendritic cell apoptotic process",0.0009019556,0.03066649,1,32.60888,0.02941176,0.03021446,1,6,0.01843765,1,54.23684,0.01754386,0.1666667,0.01829903,1
"GO:0035754","B cell chemotaxis",0.0009035419,0.03072043,1,32.55163,0.02941176,0.03026682,1,6,0.01843765,1,54.23684,0.01754386,0.1666667,0.01829903,1
"GO:0032237","activation of store-operated calcium channel activity",0.0009130937,0.03104519,1,32.21111,0.02941176,0.03058198,1,5,0.01536471,1,65.08421,0.01754386,0.2,0.01527221,1
"GO:1901341","positive regulation of store-operated calcium channel activity",0.0009297876,0.03161278,1,31.63278,0.02941176,0.03113257,1,6,0.01843765,1,54.23684,0.01754386,0.1666667,0.01829903,1
"GO:1900747","negative regulation of vascular endothelial growth factor signaling pathway",0.0009359829,0.03182342,1,31.4234,0.02941176,0.03133682,1,5,0.01536471,1,65.08421,0.01754386,0.2,0.01527221,1
"GO:0072657","protein localization to membrane",0.03565312,1.212206,4,3.299769,0.1176471,0.03197799,1,398,1.223031,4,3.270563,0.07017544,0.01005025,0.03383376,1
"GO:0048566","embryonic digestive tract development",0.008239571,0.2801454,2,7.139149,0.05882353,0.03199283,1,35,0.107553,2,18.59549,0.03508772,0.05714286,0.005172444,1
"GO:0050713","negative regulation of interleukin-1 beta secretion",0.0009597137,0.03263027,1,30.64639,0.02941176,0.03211881,1,10,0.03072942,1,32.54211,0.01754386,0.1,0.0303152,1
"GO:0002887","negative regulation of myeloid leukocyte mediated immunity",0.0009710112,0.03301438,1,30.28983,0.02941176,0.03249087,1,10,0.03072942,1,32.54211,0.01754386,0.1,0.0303152,1
"GO:2000270","negative regulation of fibroblast apoptotic process",0.0009718552,0.03304308,1,30.26353,0.02941176,0.03251866,1,7,0.02151059,1,46.48872,0.01754386,0.1428571,0.02131672,1
"GO:0006309","apoptotic DNA fragmentation",0.0009731829,0.03308822,1,30.22224,0.02941176,0.03256238,1,15,0.04609413,1,21.69474,0.01754386,0.06666667,0.04513237,1
"GO:0048625","myoblast fate commitment",0.0009760221,0.03318475,1,30.13432,0.02941176,0.03265585,1,5,0.01536471,1,65.08421,0.01754386,0.2,0.01527221,1
